INDIKATOR_GRUPPE;INDIKATOR_BEZEICHNUNG;filter;quote;BASISWERT_1;BASISWERT_2;BASISWERT_3;BASISWERT_4;BASISWERT_5;NAME_BASISWERT_1;NAME_BASISWERT_2;NAME_BASISWERT_3;NAME_BASISWERT_4;NAME_BASISWERT_5;jahr;GLIEDERUNG;id;region
Bevoelkerung;Altersdurchschnitt;gesamt;40,7;4084110;100387;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;16;16 Ramersdorf - Perlach
Bevoelkerung;Altersdurchschnitt;gesamt;41,1;2176572;52896;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;24;24 Feldmoching - Hasenbergl
Bevoelkerung;Altersdurchschnitt;Deutsche;43,6;2606160;59795;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;13;13 Bogenhausen
Bevoelkerung;Altersdurchschnitt;Deutsche;40,8;1580923;38716;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;15;15 Trudering - Riem
Bevoelkerung;Altersdurchschnitt;gesamt;40;2375196;59392;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;12;12 Schwabing -  Freimann
Bevoelkerung;Altersdurchschnitt;gesamt;41,6;1563637;37544;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;14;14 Berg am Laim
Bevoelkerung;Altersdurchschnitt;gesamt;40,3;1404334;34820;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;6;06 Sendling
Bevoelkerung;Altersdurchschnitt;Deutsche;43,2;2176910;50443;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;21;21 Pasing - Obermenzing
Bevoelkerung;Altersdurchschnitt;gesamt;40,1;2449622;61034;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;11;11 Milbertshofen -  Am Hart
Bevoelkerung;Altersdurchschnitt;gesamt;41,2;3340;81;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;99;99 nicht zuzuordnen
Bevoelkerung;Altersdurchschnitt;Deutsche;45,4;2886097;63573;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;19;19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Bevoelkerung;Altersdurchschnitt;Deutsche;43,1;1516811;35163;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;10;10 Moosach
Bevoelkerung;Altersdurchschnitt;Deutsche;43,6;1351590;31034;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;22;22 Aubing - Lochhausen - Langwied
Bevoelkerung;Altersdurchschnitt;gesamt;41,9;1122526;26794;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;23;23 Allach - Untermenzing
Bevoelkerung;Altersdurchschnitt;gesamt;42,7;1786531;41858;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;20;20 Hadern
Bevoelkerung;Altersdurchschnitt;gesamt;42;3451544;82235;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;9;09 Neuhausen - Nymphenburg
Bevoelkerung;Altersdurchschnitt;gesamt;42,7;2330785;54580;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;4;04 Schwabing West
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;35,4;10168110;287107;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Gesamtstadt;#100;Stadt München
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;37;390085;10533;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;3;03 Maxvorstadt
Bevoelkerung;Altersdurchschnitt;gesamt;41,8;2525134;60445;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;21;21 Pasing - Obermenzing
Bevoelkerung;Altersdurchschnitt;gesamt;39,8;1807461;45403;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;15;15 Trudering - Riem
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;35,9;322082;8965;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;6;06 Sendling
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;37,2;481795;12954;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;5;05 Au - Haidhausen
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;34,2;696103;20372;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;11;11 Milbertshofen -  Am Hart
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;33,7;446160;13240;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;24;24 Feldmoching - Hasenbergl
Bevoelkerung;Altersdurchschnitt;Deutsche;43,9;1412554;32162;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;17;17 Obergiesing - Fasangarten
Bevoelkerung;Altersdurchschnitt;Deutsche;43,8;623028;14235;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;1;01 Altstadt - Lehel
Bevoelkerung;Altersdurchschnitt;Deutsche;42,3;1647746;38993;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;5;05 Au - Haidhausen
Bevoelkerung;Altersdurchschnitt;Deutsche;40,4;600829;14877;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;8;08 Schwanthalerhoehe
Bevoelkerung;Altersdurchschnitt;Deutsche;45,2;1705175;37688;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;18;18 Untergiesing - Harlaching
Bevoelkerung;Altersdurchschnitt;Deutsche;40,8;1242369;30459;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;2;02 Ludwigsvorstadt - Isarvorstadt
Bevoelkerung;Altersdurchschnitt;gesamt;43,8;3395947;77518;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;19;19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Bevoelkerung;Altersdurchschnitt;gesamt;41,1;1895826;46174;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;10;10 Moosach
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;33,5;453932;13537;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;12;12 Schwabing -  Freimann
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;34,2;324128;9479;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;14;14 Berg am Laim
Bevoelkerung;Altersdurchschnitt;Deutsche;43,1;1753519;40662;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;11;11 Milbertshofen -  Am Hart
Bevoelkerung;Altersdurchschnitt;Deutsche;41,4;1406;34;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;99;99 nicht zuzuordnen
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;36,8;327573;8892;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;18;18 Untergiesing - Harlaching
Bevoelkerung;Altersdurchschnitt;gesamt;39,7;988740;24905;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;8;08 Schwanthalerhoehe
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;36,6;169900;4647;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;23;23 Allach - Untermenzing
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;35,7;642101;17972;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;9;09 Neuhausen - Nymphenburg
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;33,7;256635;7614;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;20;20 Hadern
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;36,5;433670;11868;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;4;04 Schwabing West
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;36,8;438860;11921;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;13;13 Bogenhausen
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;33,9;226538;6687;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;15;15 Trudering - Riem
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;41,1;1934;47;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;99;99 nicht zuzuordnen
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38;533078;14025;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;2;02 Ludwigsvorstadt - Isarvorstadt
Bevoelkerung;Altersdurchschnitt;gesamt;43,6;2032748;46580;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;18;18 Untergiesing - Harlaching
Bevoelkerung;Altersdurchschnitt;gesamt;42,7;2075137;48608;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;7;07 Sendling - Westpark
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;36,6;509850;13945;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;19;19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;34,4;379015;11011;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;10;10 Moosach
Bevoelkerung;Altersdurchschnitt;gesamt;43,7;2127774;48739;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;25;25 Laim
Bevoelkerung;Altersdurchschnitt;gesamt;39,9;1775447;44484;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;2;02 Ludwigsvorstadt - Isarvorstadt
Bevoelkerung;Altersdurchschnitt;Deutsche;43,4;42274280;973490;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Gesamtstadt;#100;Stadt München
Bevoelkerung;Altersdurchschnitt;Deutsche;41,7;1318329;31626;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;3;03 Maxvorstadt
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;34,8;348224;10002;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;21;21 Pasing - Obermenzing
Bevoelkerung;Altersdurchschnitt;Deutsche;45,8;1783961;38952;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;25;25 Laim
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38,7;387911;10028;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;8;08 Schwanthalerhoehe
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;35,1;380798;10846;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;7;07 Sendling - Westpark
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;33,8;874093;25868;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;16;16 Ramersdorf - Perlach
Bevoelkerung;Altersdurchschnitt;gesamt;41,6;52442390;1260597;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Gesamtstadt;#100;Stadt München
Bevoelkerung;Altersdurchschnitt;gesamt;40,5;1708414;42159;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;3;03 Maxvorstadt
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;32,9;219211;6659;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;22;22 Aubing - Lochhausen - Langwied
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;34,8;417135;11981;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;17;17 Obergiesing - Fasangarten
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38,7;163486;4227;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;1;01 Altstadt - Lehel
Bevoelkerung;Altersdurchschnitt;gesamt;42,5;3045020;71716;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2001;Stadtbezirk;13;13 Bogenhausen
Bevoelkerung;Altersdurchschnitt;gesamt;39,4;2778696;70470;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;11;11 Milbertshofen -  Am Hart
Bevoelkerung;Altersdurchschnitt;gesamt;42,3;4481082;105900;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;16;16 Ramersdorf - Perlach
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;37,4;389504;10419;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;20;20 Hadern
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;39,1;776613;19848;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;9;09 Neuhausen - Nymphenburg
Bevoelkerung;Altersdurchschnitt;gesamt;42,5;1261476;29693;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;23;23 Allach - Untermenzing
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38,7;465406;12014;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;21;21 Pasing - Obermenzing
Bevoelkerung;Altersdurchschnitt;gesamt;42,9;2035301;47459;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;20;20 Hadern
Bevoelkerung;Altersdurchschnitt;gesamt;41,2;3795145;92139;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;9;09 Neuhausen - Nymphenburg
Bevoelkerung;Altersdurchschnitt;gesamt;43,2;3421564;79175;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;13;13 Bogenhausen
Bevoelkerung;Altersdurchschnitt;gesamt;41,4;58402812;1410741;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Gesamtstadt;#100;Stadt München
Bevoelkerung;Altersdurchschnitt;gesamt;38,6;1908495;49498;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;3;03 Maxvorstadt
Bevoelkerung;Altersdurchschnitt;Deutsche;43;1786302;41494;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;24;24 Feldmoching - Hasenbergl
Bevoelkerung;Altersdurchschnitt;Deutsche;-88888888;0;0;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;99;99 nicht zuzuordnen
Bevoelkerung;Altersdurchschnitt;Deutsche;43,9;1787348;40724;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;25;25 Laim
Bevoelkerung;Altersdurchschnitt;Deutsche;45,5;3075548;67624;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;19;19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Bevoelkerung;Altersdurchschnitt;Deutsche;39,5;2088470;52810;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;15;15 Trudering - Riem
Bevoelkerung;Altersdurchschnitt;Deutsche;43,1;1548870;35966;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;10;10 Moosach
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38,1;597854;15689;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;24;24 Feldmoching - Hasenbergl
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;-88888888;0;0;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;99;99 nicht zuzuordnen
Bevoelkerung;Altersdurchschnitt;gesamt;41,7;2384156;57183;;;;Alterssumme - Hauptwohnsitzbevoelkerung (gesamt);Anzahl aller Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;24;24 Feldmoching - Hasenbergl
Bevoelkerung;Altersdurchschnitt;Deutsche;44;2830454;64262;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;13;13 Bogenhausen
Bevoelkerung;Altersdurchschnitt;Deutsche;42,3;45486549;1076006;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Gesamtstadt;#100;Stadt München
Bevoelkerung;Altersdurchschnitt;Deutsche;38,8;1478319;38142;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;3;03 Maxvorstadt
Bevoelkerung;Altersdurchschnitt;Deutsche;43;2401169;55864;;;;Alterssumme - Hauptwohnsitzbevoelkerung (deutsch);Anzahl deutsche Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;21;21 Pasing - Obermenzing
Bevoelkerung;Altersdurchschnitt;Ausländer/innen;38,8;466273;12009;;;;Alterssumme - Hauptwohnsitzbevoelkerung (Ausländer);Anzahl ausländische Einwohner mit Hauptwohnsitz;;;;2011;Stadtbezirk;25;25 Laim
